#OTU_ID	LIB1-NEG	LIB1-POS	LIB2-NEG	LIB2-POS	LIB3-NEG	LIB3-POS	LIB4-NEG	LIB4-POS	LIB5-NEG	LIB5-POS	NE01	NE02	NE03	NE04	NE05	NE06	NE07	NE09	NE10	NE100	NE101	NE11	NE12	NE13	NE14	NE15	NE16	NE17	NE18	NE19	NE20	NE21	NE22	NE23	NE24	NE25	NE26	NE27	NE28	NE29	NE30	NE31	NE32	NE33	NE34	NE35	NE36	NE37	NE38	NE39	NE40	NE41	NE42	NE43	NE44	NE45	NE46	NE47	NE48	NE49	NE50	NE51	NE52	NE53	NE54	NE55	NE56	NE57	NE58	NE59	NE61	NE62	NE63-1-1	NE63-1-2	NE63-2-1	NE63-2-2	NE64	NE66	NE67	NE68	NE69	NE70	NE71	NE72	NE73	NE74	NE75	NE76	NE77	NE78	NE79	NE80	NE81	NE82	NE83	NE84	NE85	NE86	NE87	NE88	NE89	NE90	NE91	NE92	NE93	NE94	NE95	NE96	NE97	NE98	NE99	taxonomy
Platambus_maculatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	28	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Dytiscidae; g__Platambus; s__Platambus_maculatus
Elmis_aenea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	182	0	0	543	0	0	0	0	0	240	0	0	260	0	0	0	0	196	0	0	0	0	230	0	64	0	0	132	0	83	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Elmidae; g__Elmis; s__Elmis_aenea
Esolus_parallelepipedus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	157	6	0	65	0	651	0	298	0	0	0	380	0	276	0	166	560	0	0	0	0	0	17	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	126	248	0	76	0	0	30	190	719	0	0	0	0	0	0	892	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Elmidae; g__Esolus; s__Esolus_parallelepipedus
Limnius_volckmari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2323	1707	1378	814	376	0	53	0	144	0	0	0	0	0	0	0	0	0	0	1495	1652	0	3247	1690	3919	2220	5805	1973	2240	0	0	0	0	0	0	1195	4185	2854	0	5202	49	5579	0	1371	48	0	2566	2595	1528	0	0	1969	0	451	0	0	2466	766	0	0	0	0	749	470	335	0	0	0	1383	612	65	256	1904	408	112	4312	0	0	0	0	5695	4252	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Elmidae; g__Limnius; s__Limnius_volckmari
Stenelmis_canaliculata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Elmidae; g__Stenelmis; s__Stenelmis_canaliculata
Gyrinus_marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Gyrinidae; g__Gyrinus; s__Gyrinus_marinus
Orectochilus_villosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	2148	4686	533	366	501	398	263	0	646	61	86	0	0	0	0	545	1919	0	0	1639	0	0	794	494	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	815	0	0	0	0	0	0	1006	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Gyrinidae; g__Orectochilus; s__Orectochilus_villosus
Contacyphon_coarctatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Scirtidae; g__Contacyphon; s__Contacyphon_coarctatus
Contacyphon_padi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Scirtidae; g__Contacyphon; s__Contacyphon_padi
Calliphora_vicina	0	69620	0	349092	0	327149	0	356238	0	378270	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5119	0	0	0	0	0	3	0	0	0	0	0	0	0	35	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Calliphoridae; g__Calliphora; s__Calliphora_vicina
Calliphora_vomitoria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4003	3573	2665	0	0	0	7204	5687	15620	0	718	178	104	0	0	0	0	0	0	0	0	0	0	5723	6313	4585	995	4001	7369	0	0	0	0	0	896	1242	7242	7349	17735	4829	345	5303	1496	0	0	0	6097	5761	2916	0	2147	169	946	0	933	68	0	0	0	0	1316	0	861	718	142	0	498	0	0	0	0	201	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Calliphoridae; g__Calliphora; s__Calliphora_vomitoria
Culicoides_chiopterus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082	0	0	0	0	0	0	0	0	0	0	0	0	1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Ceratopogonidae; g__Culicoides; s__Culicoides_chiopterus
Ablabesmyia_monilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	372	458	0	0	0	0	0	0	0	0	3	0	0	0	170	2534	671	2061	6455	338	0	0	0	0	0	0	0	826	0	0	533	0	395	844	0	0	0	0	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	271	112	0	0	0	0	0	0	0	0	0	0	10022	0	0	0	0	0	0	0	0	800	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Chironomidae; g__Ablabesmyia; s__Ablabesmyia_monilis
Chironomus_nuditarsis	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	64	0	0	0	0	0	113	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Chironomidae; g__Chironomus; s__Chironomus_nuditarsis
Cryptochironomus_obreptans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Chironomidae; g__Cryptochironomus; s__Cryptochironomus_obreptans
Endochironomus_albipennis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	1403	0	0	0	0	7742	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Chironomidae; g__Endochironomus; s__Endochironomus_albipennis
Heterotanytarsus_apicalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Chironomidae; g__Heterotanytarsus; s__Heterotanytarsus_apicalis
Macropelopia_nebulosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	155	0	0	0	0	63	281	558	0	0	0	0	0	0	0	1101	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Chironomidae; g__Macropelopia; s__Macropelopia_nebulosa
Microtendipes_chloris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	28	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Chironomidae; g__Microtendipes; s__Microtendipes_chloris
Procladius_sagittalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	43	0	0	4	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Chironomidae; g__Procladius; s__Procladius_sagittalis
Tanytarsus_bathophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	789	0	272	104	533	112	189	131	292	413	562	312	676	209	6	15	13	426	842	80	755	103	378	0	532	20	206	0	0	88	0	0	0	0	0	0	0	0	0	350	0	280	0	155	134	1016	82	0	85	341	218	0	215	346	0	0	50	0	105	79	0	0	3	0	277	173	21	193	424	237	38	235	171	30	99	172	0	160	214	28	45	159	0	0	0	45	461	1173	406	97	288	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Chironomidae; g__Tanytarsus; s__Tanytarsus_bathophilus
Culex_pipiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	102	44	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Culicidae; g__Culex; s__Culex_pipiens
Culex_torrentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	33	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Culicidae; g__Culex; s__Culex_torrentium
Helina_lasiophthalma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	17	0	0	53	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Muscidae; g__Helina; s__Helina_lasiophthalma
Hydrotaea_dentipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Muscidae; g__Hydrotaea; s__Hydrotaea_dentipes
Parapiophila_vulgaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Piophilidae; g__Parapiophila; s__Parapiophila_vulgaris
Pollenia_rudis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Polleniidae; g__Pollenia; s__Pollenia_rudis
Sarcophaga_carnaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	18	0	107	0	0	0	0	0	0	292	0	0	0	220	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Sarcophagidae; g__Sarcophaga; s__Sarcophaga_carnaria
Simulium_equinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	62	6	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	3	3	0	0	9	3	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	3	29	0	25	0	3	60	62	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__Simulium_equinum
Simulium_erythrocephalum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__Simulium_erythrocephalum
Simulium_juxtacrenobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__Simulium_juxtacrenobium
Simulium_lineatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3645	4569	3253	2795	6921	15950	4856	3082	6784	188	2516	1197	9	0	0	12121	13410	2281	17518	9423	12860	0	450	5866	6137	3466	1128	0	2001	0	6508	5404	5055	1585	2000	822	8430	5967	475	6782	213	2121	10067	2704	1707	2313	0	980	556	3605	0	865	275	222	0	32	3318	1357	0	0	0	0	3737	2353	2404	7690	10118	13090	12237	7609	8911	5578	13508	12470	34477	36103	30491	0	0	0	144	1737	0	341	564	233	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__Simulium_lineatum
Simulium_noelleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	11	0	0	0	0	13	0	0	1051	543	757	0	0	125	0	0	0	0	0	0	0	0	0	0	0	30	90	0	0	73	0	0	0	84	0	97	0	0	135	0	103	51	0	0	0	0	0	0	0	0	0	0	259	19	0	0	0	10	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	110	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__Simulium_noelleri
Simulium_ornatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__Simulium_ornatum
Simulium_reptans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	3354	759	1104	2077	3900	1556	1200	1800	77	49	81	0	0	0	284	636	133	3487	2090	2776	0	383	107	0	0	0	0	0	0	144	0	521	0	0	0	0	3	0	0	0	3	174	133	78	94	0	0	0	0	0	0	0	0	0	0	483	23	0	0	0	85	0	0	132	2820	5075	4560	916	780	1497	136	201	1263	3805	3167	1812	0	0	0	235	295	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__Simulium_reptans
Simulium_trifasciatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__Simulium_trifasciatum
Simulium_urbanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__Simulium_urbanum
Simulium_vernum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__Simulium_vernum
Platycheirus_nielseni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Syrphidae; g__Platycheirus; s__Platycheirus_nielseni
Baetis_fuscatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	19	19	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	34	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Ephemeroptera; f__Baetidae; g__Baetis; s__Baetis_fuscatus
Baetis_rhodani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	1421	674	0	0	0	0	381	0	0	75	6	62	0	597	413	0	366	0	0	0	0	6542	1330	2428	2782	2238	4524	4752	0	2166	0	2761	547	37	1190	3346	16074	4242	2053	62	1710	2031	3546	2788	1898	0	1851	84	0	5494	652	692	26	594	5	1892	593	0	535	0	0	207	1199	368	2585	1154	2590	0	0	11	97	291	1134	0	530	0	0	0	1419	3353	4042	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Ephemeroptera; f__Baetidae; g__Baetis; s__Baetis_rhodani
Cloeon_dipterum	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Ephemeroptera; f__Baetidae; g__Cloeon; s__Cloeon_dipterum
Brachycercus_harrisella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Ephemeroptera; f__Caenidae; g__Brachycercus; s__Brachycercus_harrisella
Caenis_horaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Eukaryota; p__Arthropoda; c__Insecta; o__Ephemeroptera; f__Caenidae; g__Caenis; s__Caenis_horaria
